stable_id,character,name,command,parser_status,source_consistency,reactive,hit_levels,damages,startup,recovery,block_advantage,hit_advantage,hit_effect,counter_hit_advantage,counter_hit_effect,frame_data_variable,homing,tornado,wall_break,floor_break,balcony_break,heat_engager,requires_heat,requires_rage,rage_art,posture,stances,situations,result_stance,automatic_transition,low_crush,high_crush,power_crush,parry,airborne,invincible,heat_burst,heat_smash,heat_dash_block,heat_dash_hit,heat_dash_effect,chip_block,chip_block_heat,recoverable_only,removes_recoverable,armor_damage_recoverable,self_damage,self_recoverable,self_damage_without_heat,restore_health_hit,restore_recoverable_hit,restore_recoverable_block,throw_break,side_switch_on_hit,side_switch_on_break,spike,unparryable,reversal_break,variant_of,result_crouching,result_stance_on_hit,result_stance_on_block,requires_sidestep,requires_running,parry_levels,parry_outcomes,heat_cost_frames,resource_gain_start,resource_gain_hit,resource_gain_airborne_hit,resource_gain_block,resource_gain_heat_activation,install_damage_bonus,install_chip,install_range,attack_throw,attack_throw_front_only,attack_throw_standing_only,attack_throw_airborne,attack_throw_damage,back_turned_hit_advantage,back_turned_hit_effect,result_back_turned,heat_parry,heat_parry_levels,heat_parry_outcome,recoverable_damage,cannot_ko,rage_art_max_damage,ki_charge,practice_status,measured_active_frames,measured_range,measured_tracking_left,measured_tracking_right,measured_pushback,measured_travel,measured_hit_frames
king:120,king,Sprint K.,JGR.3,parsed,valid,0,mid,30.0,22,43,-9,12,knockdown,,,1,1,0,0,0,1,0,0,0,0,standing,JGR,,,,11~30,,,,31~33,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:121,king,Sprint K. (charged),JGR.3*,parsed,valid,0,mid,34.0,22,43,2,21,launch,,,1,1,0,0,0,1,0,0,0,0,standing,JGR,,,,11~30,,,,31~33,,0,0,,,,10,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:122,king,Dashing Low Drop Kick,JGR.4,parsed,valid,0,low,20.0,20,36,-21,0,stun,,,1,0,0,0,0,0,0,0,0,0,standing,JGR,,FUFT,,7~23,,,,24~999,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:123,king,Dashing Low Drop Kick (charged),JGR.4*,parsed,valid,0,low,24.0,20,36,-21,20,launch,,,1,0,0,0,0,0,0,0,0,0,standing,JGR,,FUFT,,7~23,,,,24~999,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:124,king,Diving Body Press,JGR.1+2,parsed,valid,0,mid|throw,20.0|15.0,21,27,-16,-19,stun,,,1,0,0,0,0,0,0,0,0,0,standing,JGR,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:125,king,Jaguar Step > Hook,JGS.1,parsed,valid,0,high,21.0|25.0|31.0,17,,-7,47,knockdown,,,1,0,0,0,0,0,0,0,0,0,standing,JGS,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:126,king,Jaguar Step > Hammer,JGS.2,parsed,valid,0,mid,15.0|18.0|22.0,11,27,-9,12,stun,,,1,0,0,0,0,0,0,0,0,0,standing,JGS,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:127,king,Jaguar Step > Sobat,JGS.3,parsed,valid,0,mid,23.0|27.0|34.0,22,,-5,21,launch,,,1,0,0,0,0,1,0,0,0,0,standing,JGS,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:128,king,Jaguar Step > Sobat & Press,"JGS.3,2+3",parsed,valid,0,mid|mid|throw,23.0|27.0|34.0|20.0|15.0,22,,-16,-19,stun,,,1,0,0,0,0,0,0,0,0,0,standing,JGS,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:129,king,Jaguar Step > High Kick,JGS.4,parsed,valid,0,high,40.0|42.0|52.0,17,,8,5,launch,,,1,0,0,0,0,1,0,0,0,0,standing,JGS,,,,,,,,,,0,0,,,,?,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:130,king,Jaguar Step > Mid Kick,JGS.df+4,parsed,valid,0,mid,30.0|36.0|45.0,17,,-16,5,launch,,,1,0,0,0,0,1,0,0,0,0,standing,JGS,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:131,king,,hFC.3,parsed,valid,0,low,10.0,18,,-17,-6,stun,,,0,0,0,0,0,0,0,0,0,0,crouching,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,1,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:132,king,Half Boston Crab,(Behind 1 throw),needs_review,valid,0,throw,60.0,,,,0,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,none,1,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:133,king,Cobra Twist,(Behind 2 throw),needs_review,valid,0,throw,60.0,,,,-1,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,none,1,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:134,king,Argentina Backbreaker,(Left side throw),needs_review,valid,0,throw,40.0,,,-3,36,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,1,1,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:135,king,Knee Crusher,(Right side throw),needs_review,valid,0,throw,42.0,,,-3,21,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,2,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:136,king,Winding Nut,1+3,parsed,valid,0,throw,35.0,12,31,-6,0,knockdown,,,1,1,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,1|2,0,1,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:137,king,Suplex,2+4,parsed,valid,0,throw,35.0,12,31,-3,0,knockdown,,,1,1,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,1|2,1,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:138,king,Triple Arm Breaker (AB2a),"AB1.1,1+2",parsed,valid,0,throw,12.0|18.0,,,-3,2,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,AB1,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,1,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:139,king,Chicken Wing Face Lock (AB2c),"AB1.2,1,1+3",parsed,valid,0,throw,20.0,,,-3,0,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,AB1,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,1+2,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:140,king,Head Jammer (AB2b),"AB1.2,4,2+4",parsed,valid,0,throw,20.0,,,-3,1,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,AB1,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,2,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:141,king,Struggle Combination (AB2b1),"AB2b.3,4,3+4,1+2",parsed,valid,0,throw,20.0,,,,1,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,AB2B,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,none,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:142,king,Rolling Death Cradle (AB3cb),"AB2c.1,3,4,2,1+2",parsed,valid,0,throw,60.0,,,-3,1,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,AB2C,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,2,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:143,king,Dragon Sleeper Finish (AB3ca),"AB2c.2,1,3,1+2",parsed,valid,0,throw,25.0,,,-3,1,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,AB2C,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,1,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:144,king,Mid-Air Leg Cross Hold,AIR.1+3 / AIR.f+1+3,invalid,valid,0,ta,30.0,12,,,0,knockdown,,,1,1,0,0,0,0,0,0,0,0,standing,AIR,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:145,king,Spine Cracker,AIR.2+4 / AIR.f+2+4,invalid,valid,0,ta,20.0,12,,,40,knockdown,,,1,1,1,0,0,0,0,0,0,0,standing,AIR,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:146,king,Double Heel Hold (DHH),AIR.d+1+3,parsed,valid,0,ta,15.0,12,,,-5,knockdown,,,1,0,0,0,0,0,0,0,0,0,standing,AIR,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:147,king,Running Jaguar Bomb,"AIR.f,f,F+2+4",parsed,valid,0,ta,65.0|70.0,10,,,4,knockdown,,,0,0,0,0,1,0,0,0,0,0,standing,AIR,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:148,king,Aerial Jaguar Bomb,"AIR.f,hcf+1",parsed,valid,0,ta,55.0|60.0,10,,,3,knockdown,,,0,0,0,0,1,0,0,0,0,0,standing,AIR,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:149,king,Stretch Buster,"Behind.b,f+1+2",parsed,valid,0,throw,75.0,10,29,,1,knockdown,,,0,0,0,0,1,0,0,0,0,0,standing,BEHIND,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,none,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:150,king,Arm Breaker (AB1),CD.1+3,parsed,valid,0,throw,20.0,12,,-2,1,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,CD,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,1,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:151,king,Standing Heel Hold (SHH1),CD.2+4,parsed,valid,0,throw,25.0,12,,-2,0,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,CD,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,2,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:152,king,Giant Swing (From DHH),"DHH.2,1,3,4",parsed,valid,0,throw,12.0|13.0|32.0,,,-6,-7,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,DHH,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,2,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:153,king,Flapjack (From DHH),"DHH.1+2,1+2",parsed,valid,0,throw,15.0,,,-6,-3,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,DHH,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,1,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:154,king,Clothesline Press (Rock Bottom),"FC.db,d,db+1+2",parsed,valid,0,throw,45.0,12,27,-6,0,knockdown,,,0,0,0,0,1,0,0,0,0,0,crouching,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,1+2,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:155,king,Wing Tearer,FDFA.db+1+3,parsed,valid,0,tg,32.0,18,,0,0,knockdown,,,1,0,0,0,0,0,0,0,0,0,standing,FDFA,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:156,king,Bow & Arrow Stretch Hold,FDFL.db+1+3,parsed,valid,0,tg,37.0,18,,0,0,knockdown,,,1,0,0,0,0,0,0,0,0,0,standing,FDFL,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:157,king,Camel Clutch,FDFR.db+1+3,parsed,valid,0,tg,35.0,18,,0,0,knockdown,,,1,0,0,0,0,0,0,0,0,0,standing,FDFR,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,1,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:158,king,Half Boston Crab (OTG),FDFT.db+1+3,parsed,valid,0,tg,30.0,18,,0,22,knockdown,,,1,0,0,0,0,0,0,0,0,0,standing,FDFT,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,1,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:159,king,Shoulder Cracker,FUFA.db+1+3,parsed,valid,0,tg,28.0,18,,0,0,knockdown,,,1,0,0,0,0,0,0,0,0,0,standing,FUFA,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:160,king,Turn Over,FUFL.db+1+3b+1+3,needs_review,valid,0,tg,0.0,18,,0,25,knockdown,,,1,0,0,0,0,0,0,0,0,0,standing,FUFL,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:161,king,Head Bomber,FUFT.DB+1+3,parsed,valid,0,tg,25.0,18,,0,0,knockdown,,,1,0,0,0,1,0,0,0,0,0,standing,FUFT,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:162,king,Figure Four Leg Lock (OTG),FUFT.DB+2+4,parsed,valid,0,tg,28.0,18,,0,1,knockdown,,,1,0,0,0,0,0,0,0,0,0,standing,FUFT,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:163,king,Swing Away,FUFT.db+1+3,parsed,valid,0,tg,20.0|10.0|35.0,18,,0,1,knockdown,,,1,0,0,0,0,0,0,0,0,0,standing,FUFT,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:164,king,Rapid King Onslaught,JGR.1+3,parsed,valid,0,throw,45.0,23,24,,1,knockdown,,,0,1,0,0,0,0,1,0,0,0,standing,JGR,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,none,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:165,king,Cobra Clutch (MMD1),JGS.1+3,parsed,valid,0,throw,20.0,12,,-3,0,knockdown,,,0,1,0,0,0,0,0,0,0,0,standing,JGS,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,?,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:166,king,Cobra Twist (MMD2),"MMD1.1,4,2,3",parsed,valid,0,throw,12.0,,,,1,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,MMD1,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,none,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:167,king,Reverse DDT (MMD3),"MMD2.1,1+3/ MMD2.2,2+4",invalid,valid,0,throw,13.0,,,-6,0,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,MMD2,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,?,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:168,king,Samurai Rock (MMD4a),"MMD3.2,3,1,1+2",parsed,valid,0,throw,24.0,,,-6,0,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,MMD3,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,1+2,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:169,king,Reverse Special Stretch Bomb (MMD4),"MMD3.1+2,1,1+3/ MMD3.1+2,2,2+4",invalid,valid,0,throw,12.0,,,-6,1,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,MMD3,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,?,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:170,king,Backdrop (MMD5),"MMD4.3+4,1+2",parsed,valid,0,throw,10.0,,,,0,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,MMD4,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,none,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:171,king,Burning Hammer (MMD6),"MMD5.1+2,3,1+3/ MMD5.1+2,4,2+4",invalid,valid,0,throw,18.0,,,-3,0,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,MMD5,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,?,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:172,king,Sol Naciente (MMD6a),"MMD5.1+2,4,2,1+2",parsed,valid,0,throw,11.0|15.0,,,-3,0,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,MMD5,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,1+2,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:173,king,Screwdriver (MMD7),"MMD6.2,4,3,1,1+3/ MMD6.2,4,3,1,2+4",invalid,valid,0,throw,31.0,,,-6,-10,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,MMD6,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,?,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:174,king,Boston Crab (from PD),"PD.1+2,3,4,1+2",parsed,valid,0,throw,45.0,11,,-7,0,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,PD,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,1+2,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:175,king,Double Arm Face Buster (from PD),"PD.1+2,1+2",parsed,valid,0,throw,35.0,11,,-7,-14,knockdown,,,0,0,0,0,1,0,0,0,0,0,standing,PD,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,2,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:176,king,Backdrop (RAS2),RAS1.1,parsed,valid,0,throw,7.0|15.0,,,,0,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,RAS1,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,none,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:177,king,German Suplex (RAS3),RAS2.1,parsed,valid,0,throw,7.0|15.0,,,-9,0,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,RAS2,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,?,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:178,king,Power Bomb (RAS4),RAS3.1,parsed,valid,0,throw,12.0|17.0,,,,1,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,RAS3,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,none,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:179,king,Giant Swing (RAS5a),RAS4.1,parsed,valid,0,throw,15.0|20.0|31.0,,,-3,1,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,RAS4,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,1,1,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:180,king,Muscle Buster (RAS5b),RAS4.2,parsed,valid,0,throw,20.0|25.0,,,-6,1,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,RAS4,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,2,1,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,1,,,,,0,,0,pending,,,,,,,
king:181,king,Cannonball Buster (RSSB2),RSSB1.1,parsed,valid,0,throw,7.0|15.0,,,,1,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,RSSB1,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,none,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:182,king,Manhattan Drop (RSSB3),RSSB2.1,parsed,valid,0,throw,7.0|15.0,,,-3,0,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,RSSB2,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,?,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:183,king,Victory Bomb (RSSB4),RSSB3.1,parsed,valid,0,throw,9.0|13.0,,,,1,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,RSSB3,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,none,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:184,king,Giant Swing (RSSB5a),RSSB4.1,parsed,valid,0,throw,15.0|20.0|31.0,,,,1,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,RSSB4,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,1,1,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:185,king,Muscle Buster (RSSB5b),RSSB4.2,parsed,valid,0,throw,20.0|25.0,,,,1,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,RSSB4,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,2,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,1,,,,,0,,0,pending,,,,,,,
king:186,king,S.T.F. (SHH2a),"SHH1.1,2,1+2",parsed,valid,0,throw,25.0,,,-10,0,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,SHH1,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,1,1,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:187,king,Scorpion Death Lock (SHH2b),"SHH1.2,1,1+3",parsed,valid,0,throw,30.0,,,-10,0,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,SHH1,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,2,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:188,king,Indian Death Lock (SHH2c),"SHH1.1+2,1,3",parsed,valid,0,throw,20.0,,,-10,0,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,SHH1,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,1+2,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:189,king,King's Bridge (SHH3ca),"SHH2c.3,4,1+2,3+4",parsed,valid,0,throw,40.0,,,,0,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,SHH2C,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,none,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:190,king,Ultimate Punch,"UT,2,1,2,1",needs_review,valid,0,throw,5.0|5.0|5.0|15.0,,,0,0,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
king:191,king,Armbar,"UT,1+2",needs_review,valid,0,throw,25.0,,,-9,1,knockdown,,,0,0,0,0,0,0,0,0,0,0,standing,,,,,,,,,,,0,0,,,,,,0,0,0,,,0,,,,1+2,0,0,0,0,0,,0,,,0,0,,,,,,,,,,,,,0,0,0,,,,0,,,,,0,,0,pending,,,,,,,
